-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Regional 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = na meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (g/kg) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
KT SRB/FLASHFlux 1/2x1/2 Insolation Clearness Index (dimensionless) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M,WS10M_RANGE,WS10M,ALLSKY_SFC_SW_DWN,PRECTOT,KT,CLRSKY_SFC_SW_DWN
36.25,-96.75,2020,05,11,    5.89,    3.98,    5.31,              1.63,    3.65,              0.15,-999
36.75,-101.25,2020,05,11,    6.92,    2.16,    7.10,              2.54,    3.27,              0.23,-999
36.75,-100.75,2020,05,11,    6.34,    1.84,    6.97,              2.71,    3.38,              0.25,-999
36.75,-100.25,2020,05,11,    5.96,    2.85,    6.63,              2.71,    4.20,              0.25,-999
36.75,-99.75,2020,05,11,    5.71,    3.64,    6.36,              2.16,    5.83,              0.20,-999
36.75,-99.25,2020,05,11,    5.55,    4.12,    6.21,              2.16,    8.13,              0.20,-999
36.75,-98.75,2020,05,11,    5.50,    3.98,    5.97,              2.15,   10.64,              0.20,-999
36.75,-98.25,2020,05,11,    5.49,    4.00,    5.73,              2.15,   11.31,              0.20,-999
36.75,-97.75,2020,05,11,    5.43,    3.94,    5.56,              2.41,   11.78,              0.22,-999
36.75,-97.25,2020,05,11,    5.39,    4.13,    5.29,              2.41,   10.06,              0.22,-999
36.75,-96.75,2020,05,11,    5.43,    4.25,    5.14,              1.63,    9.28,              0.15,-999
37.25,-101.25,2020,05,11,    5.94,    2.08,    7.48,              2.25,    3.41,              0.21,-999
37.25,-100.75,2020,05,11,    5.51,    2.37,    7.25,              1.61,    4.80,              0.15,-999
37.25,-100.25,2020,05,11,    5.23,    3.16,    6.79,              1.61,    7.43,              0.15,-999
37.25,-99.75,2020,05,11,    5.08,    3.58,    6.33,              1.34,   11.54,              0.12,-999
37.25,-99.25,2020,05,11,    5.01,    3.71,    5.92,              1.34,   16.50,              0.12,-999
37.25,-98.75,2020,05,11,    5.04,    3.79,    5.47,              1.10,   20.82,              0.10,-999
37.25,-98.25,2020,05,11,    5.12,    3.86,    5.15,              1.10,   23.09,              0.10,-999
37.25,-97.75,2020,05,11,    5.13,    3.65,    4.97,              0.63,   23.27,              0.06,-999
37.25,-97.25,2020,05,11,    5.13,    3.73,    4.74,              0.63,   21.02,              0.06,-999
37.25,-96.75,2020,05,11,    5.15,    3.55,    4.58,              0.56,   20.62,              0.05,-999
32.75,-101.25,2020,05,12,   10.36,    7.12,    4.86,              7.88,    0.06,              0.71,              7.91
32.75,-100.75,2020,05,12,   10.83,    6.77,    4.53,              7.07,    0.16,              0.64,              7.80
32.75,-100.25,2020,05,12,   11.41,    5.73,    4.40,              7.07,    0.51,              0.64,              7.80
32.75,-99.75,2020,05,12,   12.00,    4.96,    4.40,              6.28,    1.02,              0.57,              7.71
32.75,-99.25,2020,05,12,   12.51,    4.82,    4.52,              6.28,    1.54,              0.57,              7.71
32.75,-98.75,2020,05,12,   12.85,    4.48,    4.74,              5.13,    1.93,              0.46,-999
32.75,-98.25,2020,05,12,   13.17,    3.65,    5.00,              5.13,    2.40,              0.46,-999
32.75,-97.75,2020,05,12,   13.23,    2.93,    5.21,              3.30,    2.27,              0.30,-999
32.75,-97.25,2020,05,12,   13.09,    3.51,    5.34,              3.30,    2.64,              0.30,-999
32.75,-96.75,2020,05,12,   13.05,    3.66,    5.33,              2.56,    4.22,              0.23,-999
33.25,-101.25,2020,05,12,   10.27,    8.10,    4.61,              5.75,    0.12,              0.52,-999
33.25,-100.75,2020,05,12,   10.74,    6.69,    4.00,              3.57,    0.17,              0.32,-999
33.25,-100.25,2020,05,12,   11.25,    5.62,    3.73,              3.57,    0.38,              0.32,-999
33.25,-99.75,2020,05,12,   11.75,    5.10,    3.68,              4.26,    0.76,              0.39,-999
33.25,-99.25,2020,05,12,   12.21,    4.93,    3.80,              4.26,    1.23,              0.39,-999
33.25,-98.75,2020,05,12,   12.63,    5.12,    4.09,              5.31,    1.63,              0.48,-999
33.25,-98.25,2020,05,12,   13.10,    3.98,    4.40,              5.31,    2.93,              0.48,-999
33.25,-97.75,2020,05,12,   13.18,    3.01,    4.76,              4.28,    2.91,              0.39,-999
33.25,-97.25,2020,05,12,   13.11,    3.03,    5.10,              4.28,    4.52,              0.39,-999
33.25,-96.75,2020,05,12,   13.21,    3.38,    5.25,              2.65,    8.93,              0.24,-999
33.75,-101.25,2020,05,12,   10.18,    7.91,    4.60,              5.75,    0.22,              0.52,-999
33.75,-100.75,2020,05,12,   10.62,    5.80,    3.88,              3.57,    0.24,              0.32,-999
33.75,-100.25,2020,05,12,   10.93,    5.03,    3.45,              3.57,    0.32,              0.32,-999
33.75,-99.75,2020,05,12,   11.24,    4.19,    3.27,              4.26,    0.57,              0.39,-999
33.75,-99.25,2020,05,12,   11.61,    3.48,    3.25,              4.26,    1.06,              0.39,-999
33.75,-98.75,2020,05,12,   12.06,    3.77,    3.27,              5.31,    1.93,              0.48,-999
33.75,-98.25,2020,05,12,   12.74,    5.39,    3.39,              5.31,    4.25,              0.48,-999
33.75,-97.75,2020,05,12,   13.05,    5.41,    3.74,              4.28,    5.01,              0.39,-999
33.75,-97.25,2020,05,12,   13.15,    4.48,    4.37,              4.28,    8.69,              0.39,-999
33.75,-96.75,2020,05,12,   13.30,    3.68,    4.87,              2.65,   16.12,              0.24,-999
34.25,-101.25,2020,05,12,    9.93,    7.81,    4.39,              3.68,    0.40,              0.33,-999
34.25,-100.75,2020,05,12,    9.95,    6.47,    3.96,              3.19,    0.41,              0.29,-999
34.25,-100.25,2020,05,12,    9.98,    5.73,    3.48,              3.19,    0.47,              0.29,-999
34.25,-99.75,2020,05,12,   10.12,    5.62,    3.12,              2.92,    0.71,              0.26,-999
34.25,-99.25,2020,05,12,   10.40,    5.01,    3.04,              2.92,    1.38,              0.26,-999
34.25,-98.75,2020,05,12,   10.79,    4.42,    3.10,              3.23,    2.81,              0.29,-999
34.25,-98.25,2020,05,12,   11.55,    4.40,    3.05,              3.23,    6.20,              0.29,-999
34.25,-97.75,2020,05,12,   12.04,    4.42,    3.02,              2.12,    8.35,              0.19,-999
34.25,-97.25,2020,05,12,   12.38,    5.47,    3.14,              2.12,   13.82,              0.19,-999
34.25,-96.75,2020,05,12,   12.71,    5.77,    3.47,              1.48,   21.98,              0.13,-999
34.75,-101.25,2020,05,12,    9.34,    7.55,    4.42,              3.68,    0.62,              0.33,-999
34.75,-100.75,2020,05,12,    8.87,    5.82,    4.33,              3.19,    0.68,              0.29,-999
34.75,-100.25,2020,05,12,    8.65,    4.44,    4.02,              3.19,    0.81,              0.29,-999
34.75,-99.75,2020,05,12,    8.70,    4.05,    3.75,              2.92,    1.15,              0.26,-999
34.75,-99.25,2020,05,12,    8.95,    3.27,    3.55,              2.92,    1.87,              0.26,-999
34.75,-98.75,2020,05,12,    9.28,    3.85,    3.54,              3.23,    3.18,              0.29,-999
34.75,-98.25,2020,05,12,    9.91,    3.88,    3.33,              3.23,    6.26,              0.29,-999
34.75,-97.75,2020,05,12,   10.32,    4.14,    3.22,              2.12,    9.09,              0.19,-999
34.75,-97.25,2020,05,12,   10.66,    4.10,    2.95,              2.12,   14.48,              0.19,-999
34.75,-96.75,2020,05,12,   11.04,    4.56,    2.56,              1.48,   20.63,              0.13,-999
35.25,-101.25,2020,05,12,    8.45,    8.51,    4.62,              4.08,    0.72,              0.37,-999
35.25,-100.75,2020,05,12,    7.80,    6.88,    4.49,              3.60,    0.81,              0.33,-999
35.25,-100.25,2020,05,12,    7.46,    5.83,    4.31,              3.60,    0.97,              0.33,-999
35.25,-99.75,2020,05,12,    7.43,    5.37,    4.18,              2.65,    1.27,              0.24,-999
35.25,-99.25,2020,05,12,    7.63,    4.67,    4.04,              2.65,    1.75,              0.24,-999
35.25,-98.75,2020,05,12,    7.93,    4.40,    3.96,              2.14,    2.39,              0.19,-999
35.25,-98.25,2020,05,12,    8.37,    3.96,    3.78,              2.14,    3.79,              0.19,-999
35.25,-97.75,2020,05,12,    8.68,    3.12,    3.76,              1.85,    5.59,              0.17,-999
35.25,-97.25,2020,05,12,    8.91,    2.53,    3.92,              1.85,    8.96,              0.17,-999
35.25,-96.75,2020,05,12,    9.10,    3.33,    3.91,              1.55,   12.70,              0.14,-999
35.75,-101.25,2020,05,12,    7.36,    8.83,    4.79,              4.08,    0.65,              0.37,-999
35.75,-100.75,2020,05,12,    6.83,    7.04,    4.61,              3.60,    0.71,              0.33,-999
35.75,-100.25,2020,05,12,    6.54,    6.31,    4.41,              3.60,    0.79,              0.33,-999
35.75,-99.75,2020,05,12,    6.49,    6.03,    4.29,              2.65,    0.93,              0.24,-999
35.75,-99.25,2020,05,12,    6.63,    5.50,    4.17,              2.65,    1.14,              0.24,-999
35.75,-98.75,2020,05,12,    6.88,    4.79,    4.05,              2.14,    1.35,              0.19,-999
35.75,-98.25,2020,05,12,    7.27,    4.10,    4.00,              2.14,    1.73,              0.19,-999
35.75,-97.75,2020,05,12,    7.57,    3.68,    4.07,              1.85,    2.54,              0.17,-999
35.75,-97.25,2020,05,12,    7.76,    3.77,    4.34,              1.85,    4.07,              0.17,-999
35.75,-96.75,2020,05,12,    7.86,    4.46,    4.56,              1.55,    5.94,              0.14,-999
36.25,-101.25,2020,05,12,    6.32,    7.28,    4.84,              2.87,    0.60,              0.26,-999
36.25,-100.75,2020,05,12,    6.04,    6.35,    4.57,              2.20,    0.68,              0.20,-999
36.25,-100.25,2020,05,12,    5.94,    6.44,    4.32,              2.20,    0.77,              0.20,-999
36.25,-99.75,2020,05,12,    5.98,    6.33,    4.13,              1.92,    0.89,              0.17,-999
36.25,-99.25,2020,05,12,    6.13,    5.99,    4.02,              1.92,    1.07,              0.17,-999
36.25,-98.75,2020,05,12,    6.36,    5.66,    3.97,              1.82,    1.38,              0.17,-999
36.25,-98.25,2020,05,12,    6.66,    5.31,    4.07,              1.82,    2.24,              0.17,-999
36.25,-97.75,2020,05,12,    6.87,    5.15,    4.25,              2.18,    2.35,              0.20,-999
36.25,-97.25,2020,05,12,    6.99,    5.00,    4.54,              2.18,    3.64,              0.20,-999
36.25,-96.75,2020,05,12,    7.13,    5.13,    4.68,              1.76,    5.35,              0.16,-999
36.75,-101.25,2020,05,12,    5.68,    5.76,    4.85,              2.87,    0.64,              0.26,-999
36.75,-100.75,2020,05,12,    5.61,    5.03,    4.58,              2.20,    0.72,              0.20,-999
36.75,-100.25,2020,05,12,    5.64,    4.89,    4.27,              2.20,    0.91,              0.20,-999
36.75,-99.75,2020,05,12,    5.76,    4.81,    4.05,              1.92,    1.29,              0.17,-999
36.75,-99.25,2020,05,12,    5.93,    4.83,    3.97,              1.92,    1.98,              0.17,-999
36.75,-98.75,2020,05,12,    6.14,    4.73,    4.03,              1.82,    3.10,              0.17,-999
36.75,-98.25,2020,05,12,    6.32,    4.70,    4.17,              1.82,    5.02,              0.17,-999
36.75,-97.75,2020,05,12,    6.42,    4.57,    4.29,              2.18,    4.63,              0.20,-999
36.75,-97.25,2020,05,12,    6.43,    4.60,    4.59,              2.18,    7.09,              0.20,-999
36.75,-96.75,2020,05,12,    6.55,    4.55,    4.70,              1.76,   10.39,              0.16,-999
37.25,-101.25,2020,05,12,    5.38,    4.20,    4.97,              1.83,    0.62,              0.17,-999
37.25,-100.75,2020,05,12,    5.40,    3.22,    4.69,              1.97,    0.64,              0.18,-999
37.25,-100.25,2020,05,12,    5.48,    2.74,    4.33,              1.97,    0.87,              0.18,-999
37.25,-99.75,2020,05,12,    5.59,    2.86,    4.07,              1.70,    1.49,              0.15,-999
37.25,-99.25,2020,05,12,    5.72,    2.98,    3.99,              1.70,    2.59,              0.15,-999
37.25,-98.75,2020,05,12,    5.87,    2.96,    4.06,              1.65,    4.19,              0.15,-999
37.25,-98.25,2020,05,12,    6.01,    2.91,    4.10,              1.65,    5.96,              0.15,-999
37.25,-97.75,2020,05,12,    6.11,    2.82,    4.17,              1.65,    5.97,              0.15,-999
37.25,-97.25,2020,05,12,    6.09,    2.78,    4.39,              1.65,    9.20,              0.15,-999
37.25,-96.75,2020,05,12,    6.18,    2.77,    4.49,              1.38,   12.36,              0.13,-999
32.75,-101.25,2020,05,13,   10.89,    4.13,    8.13,              6.66,    2.04,              0.60,-999
32.75,-100.75,2020,05,13,   11.35,    4.57,    7.73,              7.68,    2.49,              0.69,              7.86
32.75,-100.25,2020,05,13,   11.93,    4.43,    7.54,              7.68,    2.61,              0.69,              7.86
32.75,-99.75,2020,05,13,   12.52,    4.00,    7.25,              6.75,    2.88,              0.61,-999
32.75,-99.25,2020,05,13,   13.01,    3.83,    6.77,              6.75,    3.48,              0.61,-999
32.75,-98.75,2020,05,13,   13.23,    4.45,    6.24,              5.60,    4.38,              0.51,-999
32.75,-98.25,2020,05,13,   13.43,    3.99,    5.89,              5.60,    3.79,              0.51,-999
32.75,-97.75,2020,05,13,   13.59,    3.80,    5.49,              3.75,    3.67,              0.34,-999
32.75,-97.25,2020,05,13,   13.81,    2.96,    5.07,              3.75,    2.93,              0.34,-999
32.75,-96.75,2020,05,13,   14.19,    1.88,    4.87,              4.17,    1.77,              0.38,-999
33.25,-101.25,2020,05,13,   10.70,    4.55,    7.99,              5.35,    4.95,              0.48,-999
33.25,-100.75,2020,05,13,   11.34,    5.25,    7.43,              7.20,    6.65,              0.65,-999
33.25,-100.25,2020,05,13,   12.09,    5.54,    7.15,              7.20,    7.17,              0.65,-999
33.25,-99.75,2020,05,13,   12.76,    5.19,    6.99,              6.66,    6.89,              0.60,-999
33.25,-99.25,2020,05,13,   13.23,    4.52,    6.79,              6.66,    6.30,              0.60,-999
33.25,-98.75,2020,05,13,   13.43,    4.81,    6.36,              5.41,    6.07,              0.49,-999
33.25,-98.25,2020,05,13,   13.67,    4.52,    6.01,              5.41,    5.80,              0.49,-999
33.25,-97.75,2020,05,13,   13.75,    4.33,    5.69,              2.87,    5.43,              0.26,-999
33.25,-97.25,2020,05,13,   13.97,    3.71,    5.28,              2.87,    4.43,              0.26,-999
33.25,-96.75,2020,05,13,   14.39,    2.73,    5.00,              2.84,    3.19,              0.26,-999
33.75,-101.25,2020,05,13,   10.49,    4.80,    7.84,              5.35,    6.74,              0.48,-999
33.75,-100.75,2020,05,13,   11.32,    5.79,    7.27,              7.20,    9.34,              0.65,-999
33.75,-100.25,2020,05,13,   12.24,    6.64,    6.99,              7.20,   10.99,              0.65,-999
33.75,-99.75,2020,05,13,   12.99,    6.44,    6.91,              6.66,   11.09,              0.60,-999
33.75,-99.25,2020,05,13,   13.45,    5.46,    6.81,              6.66,    9.64,              0.60,-999
33.75,-98.75,2020,05,13,   13.60,    4.82,    6.47,              5.41,    7.26,              0.49,-999
33.75,-98.25,2020,05,13,   13.87,    4.83,    6.21,              5.41,    6.50,              0.49,-999
33.75,-97.75,2020,05,13,   13.93,    4.68,    6.00,              2.87,    6.21,              0.26,-999
33.75,-97.25,2020,05,13,   14.07,    4.33,    5.61,              2.87,    5.33,              0.26,-999
33.75,-96.75,2020,05,13,   14.38,    3.83,    5.24,              2.84,    4.13,              0.26,-999
34.25,-101.25,2020,05,13,   10.00,    4.66,    7.72,              6.82,    4.86,              0.62,              8.02
34.25,-100.75,2020,05,13,   10.91,    6.33,    7.20,              6.93,    7.36,              0.63,-999
34.25,-100.25,2020,05,13,   11.98,    7.22,    7.07,              6.93,   10.33,              0.63,-999
34.25,-99.75,2020,05,13,   12.90,    6.97,    7.00,              6.33,   12.13,              0.57,-999
34.25,-99.25,2020,05,13,   13.50,    6.40,    6.81,              6.33,   11.70,              0.57,-999
34.25,-98.75,2020,05,13,   13.69,    5.51,    6.53,              4.05,    8.61,              0.37,-999
34.25,-98.25,2020,05,13,   13.92,    4.97,    6.38,              4.05,    7.09,              0.37,-999
34.25,-97.75,2020,05,13,   13.99,    5.05,    6.23,              1.80,    6.65,              0.16,-999
34.25,-97.25,2020,05,13,   14.01,    5.10,    5.89,              1.80,    5.66,              0.16,-999
34.25,-96.75,2020,05,13,   14.16,    4.51,    5.54,              3.55,    4.34,              0.32,-999
34.75,-101.25,2020,05,13,    9.25,    4.81,    7.41,              6.82,    1.87,              0.62,              8.02
34.75,-100.75,2020,05,13,   10.16,    6.64,    7.08,              6.93,    3.81,              0.63,-999
34.75,-100.25,2020,05,13,   11.37,    7.37,    7.13,              6.93,    6.95,              0.63,-999
34.75,-99.75,2020,05,13,   12.52,    7.07,    7.19,              6.33,    9.63,              0.57,-999
34.75,-99.25,2020,05,13,   13.31,    6.35,    7.06,              6.33,   10.58,              0.57,-999
34.75,-98.75,2020,05,13,   13.55,    5.45,    6.82,              4.05,    8.95,              0.37,-999
34.75,-98.25,2020,05,13,   13.72,    5.38,    6.62,              4.05,    8.19,              0.37,-999
34.75,-97.75,2020,05,13,   13.78,    5.54,    6.47,              1.80,    7.39,              0.16,-999
34.75,-97.25,2020,05,13,   13.65,    5.68,    6.13,              1.80,    5.59,              0.16,-999
34.75,-96.75,2020,05,13,   13.75,    5.81,    5.84,              3.55,    3.79,              0.32,-999
35.25,-101.25,2020,05,13,    8.44,    4.15,    7.46,              7.84,    0.57,              0.71,              8.08
35.25,-100.75,2020,05,13,    9.35,    6.60,    7.39,              6.46,    1.86,              0.58,-999
35.25,-100.25,2020,05,13,   10.71,    7.27,    7.43,              6.46,    4.05,              0.58,-999
35.25,-99.75,2020,05,13,   12.03,    6.68,    7.46,              4.96,    6.14,              0.45,-999
35.25,-99.25,2020,05,13,   12.91,    6.24,    7.35,              4.96,    7.35,              0.45,-999
35.25,-98.75,2020,05,13,   13.13,    5.98,    7.14,              3.35,    7.07,              0.30,-999
35.25,-98.25,2020,05,13,   13.22,    6.28,    6.77,              3.35,    7.70,              0.30,-999
35.25,-97.75,2020,05,13,   13.22,    6.24,    6.49,              2.03,    6.87,              0.18,-999
35.25,-97.25,2020,05,13,   13.00,    6.37,    6.10,              2.03,    4.70,              0.18,-999
35.25,-96.75,2020,05,13,   13.14,    6.64,    5.84,              3.51,    2.84,              0.32,-999
35.75,-101.25,2020,05,13,    7.66,    4.08,    7.81,              7.84,    0.27,              0.71,              8.08
35.75,-100.75,2020,05,13,    8.53,    5.04,    7.81,              6.46,    0.89,              0.58,-999
35.75,-100.25,2020,05,13,    9.94,    6.68,    7.80,              6.46,    1.96,              0.58,-999
35.75,-99.75,2020,05,13,   11.33,    7.16,    7.82,              4.96,    3.14,              0.45,-999
35.75,-99.25,2020,05,13,   12.29,    6.82,    7.69,              4.96,    3.97,              0.45,-999
35.75,-98.75,2020,05,13,   12.54,    7.29,    7.42,              3.35,    3.86,              0.30,-999
35.75,-98.25,2020,05,13,   12.59,    6.83,    6.84,              3.35,    4.28,              0.30,-999
35.75,-97.75,2020,05,13,   12.57,    6.93,    6.33,              2.03,    4.01,              0.18,-999
35.75,-97.25,2020,05,13,   12.32,    7.15,    5.83,              2.03,    3.20,              0.18,-999
35.75,-96.75,2020,05,13,   12.47,    7.20,    5.63,              3.51,    2.69,              0.32,-999
36.25,-101.25,2020,05,13,    6.86,    5.74,    7.82,              8.07,    0.19,              0.73,              8.18
36.25,-100.75,2020,05,13,    7.73,    4.12,    7.49,              7.37,    0.42,              0.67,              8.00
36.25,-100.25,2020,05,13,    9.03,    6.06,    7.57,              7.37,    0.76,              0.67,              8.00
36.25,-99.75,2020,05,13,   10.43,    7.61,    7.81,              4.56,    1.19,              0.41,-999
36.25,-99.25,2020,05,13,   11.54,    7.53,    7.85,              4.56,    1.49,              0.41,-999
36.25,-98.75,2020,05,13,   11.98,    7.27,    7.52,              1.86,    1.30,              0.17,-999
36.25,-98.25,2020,05,13,   12.07,    7.25,    7.05,              1.86,    1.46,              0.17,-999
36.25,-97.75,2020,05,13,   12.03,    7.10,    6.56,              2.16,    1.39,              0.20,-999
36.25,-97.25,2020,05,13,   11.76,    7.33,    5.94,              2.16,    1.82,              0.20,-999
36.25,-96.75,2020,05,13,   11.89,    7.40,    5.66,              2.11,    3.02,              0.19,-999
36.75,-101.25,2020,05,13,    6.02,    6.56,    7.72,              8.07,    0.25,              0.73,              8.18
36.75,-100.75,2020,05,13,    6.89,    6.01,    7.06,              7.37,    0.37,              0.67,              8.00
36.75,-100.25,2020,05,13,    8.18,    5.85,    7.02,              7.37,    0.48,              0.67,              8.00
36.75,-99.75,2020,05,13,    9.61,    7.31,    7.35,              4.56,    0.62,              0.41,-999
36.75,-99.25,2020,05,13,   10.85,    7.63,    7.66,              4.56,    0.73,              0.41,-999
36.75,-98.75,2020,05,13,   11.52,    7.09,    7.41,              1.86,    0.65,              0.17,-999
36.75,-98.25,2020,05,13,   11.69,    7.73,    7.20,              1.86,    1.16,              0.17,-999
36.75,-97.75,2020,05,13,   11.65,    7.47,    6.97,              2.16,    0.92,              0.20,-999
36.75,-97.25,2020,05,13,   11.33,    7.03,    6.37,              2.16,    1.85,              0.20,-999
36.75,-96.75,2020,05,13,   11.42,    7.35,    6.01,              2.11,    4.67,              0.19,-999
37.25,-101.25,2020,05,13,    5.40,    5.82,    7.45,              7.76,    0.26,              0.70,              8.25
37.25,-100.75,2020,05,13,    6.22,    5.66,    7.05,              5.52,    0.31,              0.50,-999
37.25,-100.25,2020,05,13,    7.58,    5.69,    6.92,              5.52,    0.40,              0.50,-999
37.25,-99.75,2020,05,13,    9.10,    7.27,    7.15,              3.44,    0.59,              0.31,-999
37.25,-99.25,2020,05,13,   10.41,    7.79,    7.56,              3.44,    0.85,              0.31,-999
37.25,-98.75,2020,05,13,   11.13,    6.86,    7.39,              1.40,    1.11,              0.13,-999
37.25,-98.25,2020,05,13,   11.35,    7.50,    7.17,              1.40,    1.88,              0.13,-999
37.25,-97.75,2020,05,13,   11.36,    8.11,    7.08,              1.26,    1.68,              0.11,-999
37.25,-97.25,2020,05,13,   11.03,    8.14,    6.59,              1.26,    3.79,              0.11,-999
37.25,-96.75,2020,05,13,   11.06,    7.82,    6.33,              0.95,    8.98,              0.09,-999
32.75,-101.25,2020,05,14,    8.89,    6.63,    6.22,              7.85,    0.09,              0.71,              8.10
32.75,-100.75,2020,05,14,   10.08,    6.44,    6.22,              7.85,    0.23,              0.71,              7.92
32.75,-100.25,2020,05,14,   11.34,    5.29,    6.25,              7.85,    0.66,              0.71,              7.92
32.75,-99.75,2020,05,14,   12.49,    3.42,    6.34,              7.72,    1.35,              0.70,              7.79
32.75,-99.25,2020,05,14,   13.35,    2.23,    6.50,              7.72,    1.96,              0.70,              7.79
32.75,-98.75,2020,05,14,   13.80,    2.70,    6.70,              7.56,    1.84,              0.68,              7.66
32.75,-98.25,2020,05,14,   14.11,    2.32,    6.34,              7.56,    0.97,              0.68,              7.66
32.75,-97.75,2020,05,14,   14.16,    2.31,    6.08,              6.96,    0.76,              0.63,-999
32.75,-97.25,2020,05,14,   14.28,    2.64,    5.83,              6.96,    0.72,              0.63,-999
32.75,-96.75,2020,05,14,   14.68,    3.03,    5.58,              6.49,    0.42,              0.58,-999
33.25,-101.25,2020,05,14,    8.07,    6.41,    6.06,              7.99,    0.12,              0.72,              8.18
33.25,-100.75,2020,05,14,    9.32,    6.94,    6.02,              7.96,    0.43,              0.72,              8.00
33.25,-100.25,2020,05,14,   10.90,    6.37,    5.91,              7.96,    1.32,              0.72,              8.00
33.25,-99.75,2020,05,14,   12.42,    4.51,    6.12,              7.79,    2.43,              0.70,              7.83
33.25,-99.25,2020,05,14,   13.56,    2.21,    6.60,              7.79,    3.20,              0.70,              7.83
33.25,-98.75,2020,05,14,   14.14,    1.93,    6.90,              7.65,    2.85,              0.69,              7.70
33.25,-98.25,2020,05,14,   14.47,    2.19,    6.55,              7.65,    1.65,              0.69,              7.70
33.25,-97.75,2020,05,14,   14.38,    2.40,    6.32,              6.80,    1.23,              0.61,              7.64
33.25,-97.25,2020,05,14,   14.51,    2.73,    6.10,              6.80,    1.36,              0.61,              7.64
33.25,-96.75,2020,05,14,   14.98,    3.08,    5.81,              6.38,    1.26,              0.57,-999
33.75,-101.25,2020,05,14,    7.36,    5.78,    5.92,              7.99,    0.09,              0.72,              8.18
33.75,-100.75,2020,05,14,    8.61,    6.81,    5.91,              7.96,    0.43,              0.72,              8.00
33.75,-100.25,2020,05,14,   10.43,    6.53,    5.82,              7.96,    1.56,              0.72,              8.00
33.75,-99.75,2020,05,14,   12.29,    4.67,    6.17,              7.79,    2.98,              0.70,              7.83
33.75,-99.25,2020,05,14,   13.75,    2.33,    6.75,              7.79,    3.91,              0.70,              7.83
33.75,-98.75,2020,05,14,   14.43,    1.88,    7.02,              7.65,    3.31,              0.69,              7.70
33.75,-98.25,2020,05,14,   14.81,    2.14,    6.75,              7.65,    2.01,              0.69,              7.70
33.75,-97.75,2020,05,14,   14.70,    2.20,    6.64,              6.80,    1.55,              0.61,              7.64
33.75,-97.25,2020,05,14,   14.84,    2.50,    6.46,              6.80,    1.98,              0.61,              7.64
33.75,-96.75,2020,05,14,   15.29,    2.94,    6.04,              6.38,    2.06,              0.57,-999
34.25,-101.25,2020,05,14,    6.72,    4.54,    5.57,              8.13,    0.04,              0.73,              8.20
34.25,-100.75,2020,05,14,    7.89,    5.82,    5.46,              8.01,    0.23,              0.72,              8.06
34.25,-100.25,2020,05,14,    9.85,    5.80,    5.66,              8.01,    1.14,              0.72,              8.06
34.25,-99.75,2020,05,14,   12.03,    3.98,    6.34,              7.78,    2.54,              0.70,              7.88
34.25,-99.25,2020,05,14,   13.82,    2.28,    6.98,              7.78,    3.69,              0.70,              7.88
34.25,-98.75,2020,05,14,   14.61,    2.07,    7.20,              7.25,    3.36,              0.65,              7.74
34.25,-98.25,2020,05,14,   15.01,    2.66,    6.97,              7.25,    2.22,              0.65,              7.74
34.25,-97.75,2020,05,14,   15.02,    2.58,    6.91,              6.71,    1.75,              0.60,              7.67
34.25,-97.25,2020,05,14,   15.14,    2.38,    6.80,              6.71,    2.02,              0.60,              7.67
34.25,-96.75,2020,05,14,   15.42,    2.88,    6.33,              5.76,    1.73,              0.52,-999
34.75,-101.25,2020,05,14,    6.29,    5.26,    5.02,              8.13,    0.01,              0.73,              8.20
34.75,-100.75,2020,05,14,    7.48,    6.61,    4.76,              8.01,    0.06,              0.72,              8.06
34.75,-100.25,2020,05,14,    9.42,    6.24,    5.30,              8.01,    0.53,              0.72,              8.06
34.75,-99.75,2020,05,14,   11.66,    3.79,    6.43,              7.78,    1.47,              0.70,              7.88
34.75,-99.25,2020,05,14,   13.63,    2.62,    7.29,              7.78,    2.49,              0.70,              7.88
34.75,-98.75,2020,05,14,   14.64,    2.59,    7.54,              7.25,    2.79,              0.65,              7.74
34.75,-98.25,2020,05,14,   15.09,    3.54,    7.26,              7.25,    2.33,              0.65,              7.74
34.75,-97.75,2020,05,14,   15.23,    3.42,    7.17,              6.71,    1.84,              0.60,              7.67
