LAT,LON,YEAR,MO,DY,Humidity,Wind Speed, Sky Insolation on a Horizontal Surface (kW-hr/m^2/day) ,Precipitation mm/day
37.25,-97.25,2020,8,22,10.9,3.27,6.97,0
37.25,-96.75,2020,8,22,10.4,2.99,6.96,0
32.75,-101.25,2020,8,23,10.61,4.34,7.19,0.03
32.75,-100.75,2020,8,23,10.88,4.26,7.26,0.04
32.75,-100.25,2020,8,23,11.04,4.13,7.26,0.03
32.75,-99.75,2020,8,23,11.13,3.9,7.24,0.01
32.75,-99.25,2020,8,23,11.18,3.58,7.24,0
32.75,-98.75,2020,8,23,11.25,3.25,7.06,0
32.75,-98.25,2020,8,23,11.3,2.89,7.06,0
32.75,-97.75,2020,8,23,11.43,2.59,7.01,0
32.75,-97.25,2020,8,23,11.49,2.42,7.01,0
32.75,-96.75,2020,8,23,11.63,2.37,6.79,0.01
33.25,-101.25,2020,8,23,10.7,4.18,7.05,0.06
33.25,-100.75,2020,8,23,10.91,4.09,7.09,0.07
33.25,-100.25,2020,8,23,11,3.97,7.09,0.04
33.25,-99.75,2020,8,23,11.03,3.79,7.2,0.01
33.25,-99.25,2020,8,23,11.06,3.54,7.2,0
33.25,-98.75,2020,8,23,11.12,3.23,7.14,0
33.25,-98.25,2020,8,23,11.17,2.91,7.14,0
33.25,-97.75,2020,8,23,11.12,2.73,7,0
33.25,-97.25,2020,8,23,11.45,2.65,7,0
33.25,-96.75,2020,8,23,12.07,2.61,6.87,0.01
33.75,-101.25,2020,8,23,10.73,4.17,7.05,0.06
33.75,-100.75,2020,8,23,10.89,4.05,7.09,0.06
33.75,-100.25,2020,8,23,10.89,3.88,7.09,0.03
33.75,-99.75,2020,8,23,10.89,3.7,7.2,0.01
33.75,-99.25,2020,8,23,10.97,3.49,7.2,0
33.75,-98.75,2020,8,23,11.14,3.2,7.14,0
33.75,-98.25,2020,8,23,11.22,2.93,7.14,0
33.75,-97.75,2020,8,23,11.15,2.87,7,0
33.75,-97.25,2020,8,23,11.61,2.89,7,0
33.75,-96.75,2020,8,23,12.41,2.83,6.87,0.01
34.25,-101.25,2020,8,23,10.73,4.22,6.93,0.02
34.25,-100.75,2020,8,23,10.82,4.14,7,0.02
34.25,-100.25,2020,8,23,10.72,3.96,7,0.01
34.25,-99.75,2020,8,23,10.67,3.75,7.18,0.01
34.25,-99.25,2020,8,23,10.78,3.52,7.18,0
34.25,-98.75,2020,8,23,11.02,3.27,7.11,0
34.25,-98.25,2020,8,23,11.2,3.01,7.11,0
34.25,-97.75,2020,8,23,11.25,2.99,7.03,0
34.25,-97.25,2020,8,23,11.63,3.06,7.03,0
34.25,-96.75,2020,8,23,12.29,2.99,6.89,0
34.75,-101.25,2020,8,23,10.67,4.41,6.93,0
34.75,-100.75,2020,8,23,10.64,4.37,7,0.01
34.75,-100.25,2020,8,23,10.44,4.17,7,0
34.75,-99.75,2020,8,23,10.34,3.93,7.18,0
34.75,-99.25,2020,8,23,10.45,3.69,7.18,0
34.75,-98.75,2020,8,23,10.71,3.47,7.11,0
34.75,-98.25,2020,8,23,10.95,3.22,7.11,0
34.75,-97.75,2020,8,23,11.11,3.15,7.03,0
34.75,-97.25,2020,8,23,11.49,3.2,7.03,0
34.75,-96.75,2020,8,23,12.13,3.19,6.89,0
35.25,-101.25,2020,8,23,10.56,4.96,6.94,0
35.25,-100.75,2020,8,23,10.37,4.88,6.94,0
35.25,-100.25,2020,8,23,10.1,4.66,6.94,0
35.25,-99.75,2020,8,23,9.99,4.38,6.93,0
35.25,-99.25,2020,8,23,10.12,4.09,6.93,0
35.25,-98.75,2020,8,23,10.38,3.81,7.08,0
35.25,-98.25,2020,8,23,10.64,3.55,7.08,0
35.25,-97.75,2020,8,23,10.88,3.4,7.06,0
35.25,-97.25,2020,8,23,11.3,3.36,7.06,0
35.25,-96.75,2020,8,23,11.95,3.34,6.99,0
35.75,-101.25,2020,8,23,10.42,5.38,6.94,0
35.75,-100.75,2020,8,23,10.18,5.33,6.94,0
35.75,-100.25,2020,8,23,9.9,5.17,6.94,0
35.75,-99.75,2020,8,23,9.78,4.91,6.93,0
35.75,-99.25,2020,8,23,9.89,4.58,6.93,0
35.75,-98.75,2020,8,23,10.18,4.25,7.08,0
35.75,-98.25,2020,8,23,10.61,3.94,7.08,0
35.75,-97.75,2020,8,23,10.88,3.67,7.06,0
35.75,-97.25,2020,8,23,11.12,3.55,7.06,0
35.75,-96.75,2020,8,23,11.55,3.5,6.99,0
36.25,-101.25,2020,8,23,10.33,5.53,6.84,0
36.25,-100.75,2020,8,23,10.16,5.56,6.9,0
36.25,-100.25,2020,8,23,9.92,5.5,6.9,0
36.25,-99.75,2020,8,23,9.76,5.31,6.94,0
36.25,-99.25,2020,8,23,9.83,5,6.94,0
36.25,-98.75,2020,8,23,10.26,4.65,6.91,0
36.25,-98.25,2020,8,23,10.8,4.27,6.91,0
36.25,-97.75,2020,8,23,11.11,3.84,7.02,0
36.25,-97.25,2020,8,23,11.18,3.63,7.02,0
36.25,-96.75,2020,8,23,11.33,3.55,6.96,0
36.75,-101.25,2020,8,23,10.3,5.68,6.84,0
36.75,-100.75,2020,8,23,10.23,5.7,6.9,0.01
36.75,-100.25,2020,8,23,10.1,5.58,6.9,0.01
36.75,-99.75,2020,8,23,9.99,5.34,6.94,0
36.75,-99.25,2020,8,23,10.03,5.02,6.94,0
36.75,-98.75,2020,8,23,10.4,4.66,6.91,0
36.75,-98.25,2020,8,23,10.88,4.26,6.91,0
36.75,-97.75,2020,8,23,11.24,3.85,7.02,0
36.75,-97.25,2020,8,23,11.33,3.59,7.02,0
36.75,-96.75,2020,8,23,11.36,3.47,6.96,0
37.25,-101.25,2020,8,23,10.24,5.75,6.82,0.02
37.25,-100.75,2020,8,23,10.28,5.74,6.81,0.05
37.25,-100.25,2020,8,23,10.27,5.56,6.81,0.05
37.25,-99.75,2020,8,23,10.25,5.28,6.74,0.02
37.25,-99.25,2020,8,23,10.27,4.96,6.74,0
37.25,-98.75,2020,8,23,10.4,4.63,6.71,0
37.25,-98.25,2020,8,23,10.7,4.22,6.71,0
37.25,-97.75,2020,8,23,11.07,3.89,6.9,0
37.25,-97.25,2020,8,23,11.24,3.69,6.9,0
37.25,-96.75,2020,8,23,11.26,3.59,6.92,0
32.75,-101.25,2020,8,24,9.81,3.96,7.07,0
32.75,-100.75,2020,8,24,10.3,3.73,6.53,0
32.75,-100.25,2020,8,24,10.77,3.48,6.53,0
32.75,-99.75,2020,8,24,11.18,3.19,6.3,0
32.75,-99.25,2020,8,24,11.44,2.91,6.3,0
32.75,-98.75,2020,8,24,11.5,2.71,6.3,0
32.75,-98.25,2020,8,24,11.22,2.69,6.3,0
32.75,-97.75,2020,8,24,10.98,2.84,6.45,0
32.75,-97.25,2020,8,24,10.91,3,6.45,0
32.75,-96.75,2020,8,24,11,3.2,6.6,0.01
33.25,-101.25,2020,8,24,9.64,3.95,7.12,0
33.25,-100.75,2020,8,24,10.23,3.76,7.05,0
33.25,-100.25,2020,8,24,10.8,3.53,7.05,0
33.25,-99.75,2020,8,24,11.31,3.23,6.49,0
33.25,-99.25,2020,8,24,11.71,2.9,6.49,0
33.25,-98.75,2020,8,24,11.87,2.67,6.41,0
33.25,-98.25,2020,8,24,11.61,2.71,6.41,0
33.25,-97.75,2020,8,24,11.33,2.96,6.61,0
33.25,-97.25,2020,8,24,11.33,3.16,6.61,0
33.25,-96.75,2020,8,24,11.54,3.28,6.8,0.02
33.75,-101.25,2020,8,24,9.4,4.11,7.12,0
33.75,-100.75,2020,8,24,10.09,3.91,7.05,0
33.75,-100.25,2020,8,24,10.71,3.66,7.05,0
33.75,-99.75,2020,8,24,11.29,3.34,6.49,0
33.75,-99.25,2020,8,24,11.77,2.98,6.49,0
33.75,-98.75,2020,8,24,12.03,2.7,6.41,0
33.75,-98.25,2020,8,24,11.87,2.7,6.41,0
33.75,-97.75,2020,8,24,11.66,3,6.61,0
33.75,-97.25,2020,8,24,11.73,3.19,6.61,0
33.75,-96.75,2020,8,24,12.03,3.12,6.8,0.01
34.25,-101.25,2020,8,24,9.16,4.37,7.21,0
34.25,-100.75,2020,8,24,9.88,4.14,7.16,0
34.25,-100.25,2020,8,24,10.52,3.85,7.16,0
34.25,-99.75,2020,8,24,11.1,3.53,7.01,0
34.25,-99.25,2020,8,24,11.6,3.21,7.01,0
34.25,-98.75,2020,8,24,11.89,2.88,6.91,0
34.25,-98.25,2020,8,24,11.89,2.78,6.91,0
34.25,-97.75,2020,8,24,11.8,2.98,6.68,0
34.25,-97.25,2020,8,24,11.87,3.11,6.68,0
34.25,-96.75,2020,8,24,12.15,2.93,6.82,0
34.75,-101.25,2020,8,24,8.96,4.69,7.21,0
34.75,-100.75,2020,8,24,9.57,4.43,7.16,0
34.75,-100.25,2020,8,24,10.16,4.14,7.16,0
34.75,-99.75,2020,8,24,10.74,3.86,7.01,0
34.75,-99.25,2020,8,24,11.28,3.59,7.01,0
34.75,-98.75,2020,8,24,11.63,3.26,6.91,0
34.75,-98.25,2020,8,24,11.77,3.02,6.91,0
34.75,-97.75,2020,8,24,11.76,3.01,6.68,0
34.75,-97.25,2020,8,24,11.89,3.04,6.68,0
34.75,-96.75,2020,8,24,12.25,2.9,6.82,0
35.25,-101.25,2020,8,24,8.78,5.2,7.2,0
35.25,-100.75,2020,8,24,9.16,4.95,7.17,0
35.25,-100.25,2020,8,24,9.68,4.66,7.17,0
35.25,-99.75,2020,8,24,10.32,4.35,7.1,0
35.25,-99.25,2020,8,24,10.95,4.03,7.1,0
35.25,-98.75,2020,8,24,11.39,3.68,7,0
35.25,-98.25,2020,8,24,11.64,3.4,7,0
35.25,-97.75,2020,8,24,11.74,3.2,6.96,0
35.25,-97.25,2020,8,24,11.92,3.08,6.96,0
35.25,-96.75,2020,8,24,12.32,2.94,6.95,0
35.75,-101.25,2020,8,24,8.63,5.63,7.2,0
35.75,-100.75,2020,8,24,8.79,5.45,7.17,0
35.75,-100.25,2020,8,24,9.26,5.2,7.17,0
35.75,-99.75,2020,8,24,9.92,4.9,7.1,0
35.75,-99.25,2020,8,24,10.63,4.54,7.1,0
35.75,-98.75,2020,8,24,11.21,4.12,7,0
35.75,-98.25,2020,8,24,11.69,3.76,7,0
35.75,-97.75,2020,8,24,11.86,3.42,6.96,0
35.75,-97.25,2020,8,24,11.88,3.18,6.96,0
35.75,-96.75,2020,8,24,12.09,2.97,6.95,0
36.25,-101.25,2020,8,24,8.58,5.9,7.16,0
36.25,-100.75,2020,8,24,8.62,5.76,7.15,0
36.25,-100.25,2020,8,24,9.03,5.6,7.15,0
36.25,-99.75,2020,8,24,9.64,5.36,7.05,0
36.25,-99.25,2020,8,24,10.36,5,7.05,0
36.25,-98.75,2020,8,24,11.18,4.51,6.98,0
36.25,-98.25,2020,8,24,11.81,4.07,6.98,0
36.25,-97.75,2020,8,24,12.03,3.62,6.93,0
36.25,-97.25,2020,8,24,11.92,3.28,6.93,0
36.25,-96.75,2020,8,24,11.89,3.03,6.92,0
36.75,-101.25,2020,8,24,8.63,6.14,7.16,0
36.75,-100.75,2020,8,24,8.66,5.9,7.15,0
36.75,-100.25,2020,8,24,9.02,5.65,7.15,0
36.75,-99.75,2020,8,24,9.57,5.36,7.05,0
36.75,-99.25,2020,8,24,10.25,5.03,7.05,0
36.75,-98.75,2020,8,24,11.09,4.68,6.98,0
36.75,-98.25,2020,8,24,11.7,4.32,6.98,0
36.75,-97.75,2020,8,24,11.99,3.87,6.93,0
36.75,-97.25,2020,8,24,11.96,3.46,6.93,0
36.75,-96.75,2020,8,24,11.86,3.12,6.92,0
37.25,-101.25,2020,8,24,8.68,6.3,7.07,0
37.25,-100.75,2020,8,24,8.75,5.94,7.08,0
37.25,-100.25,2020,8,24,9.1,5.59,7.08,0
37.25,-99.75,2020,8,24,9.6,5.29,6.99,0
37.25,-99.25,2020,8,24,10.18,5.06,6.99,0
37.25,-98.75,2020,8,24,10.79,4.93,6.94,0
37.25,-98.25,2020,8,24,11.26,4.64,6.94,0
37.25,-97.75,2020,8,24,11.64,4.19,6.93,0
37.25,-97.25,2020,8,24,11.75,3.75,6.93,0
37.25,-96.75,2020,8,24,11.68,3.39,6.89,0
32.75,-101.25,2020,8,25,9.25,3.18,6.83,0
32.75,-100.75,2020,8,25,9.85,3.14,6.69,0
32.75,-100.25,2020,8,25,10.38,2.97,6.69,0
32.75,-99.75,2020,8,25,10.85,2.76,6.66,0
32.75,-99.25,2020,8,25,11.25,2.61,6.66,0
32.75,-98.75,2020,8,25,11.54,2.56,6.39,0.01
32.75,-98.25,2020,8,25,11.88,2.67,6.39,0.05
32.75,-97.75,2020,8,25,12.14,2.86,5.5,0.06
32.75,-97.25,2020,8,25,12.23,3.09,5.5,0.11
32.75,-96.75,2020,8,25,12.5,3.37,6.03,0.25
33.25,-101.25,2020,8,25,9.32,3.32,7.1,0
33.25,-100.75,2020,8,25,9.99,3.27,6.94,0
33.25,-100.25,2020,8,25,10.56,3.12,6.94,0
33.25,-99.75,2020,8,25,11.06,2.93,6.96,0
33.25,-99.25,2020,8,25,11.54,2.74,6.96,0
33.25,-98.75,2020,8,25,12.01,2.6,6.74,0
33.25,-98.25,2020,8,25,12.32,2.64,6.74,0.02
33.25,-97.75,2020,8,25,12.37,2.84,6.56,0.04
33.25,-97.25,2020,8,25,12.4,3.09,6.56,0.15
33.25,-96.75,2020,8,25,12.77,3.31,6.51,0.48
33.75,-101.25,2020,8,25,9.48,3.61,7.1,0
33.75,-100.75,2020,8,25,10.2,3.5,6.94,0
33.75,-100.25,2020,8,25,10.72,3.33,6.94,0
33.75,-99.75,2020,8,25,11.17,3.12,6.96,0
33.75,-99.25,2020,8,25,11.61,2.89,6.96,0
33.75,-98.75,2020,8,25,12.08,2.66,6.74,0
33.75,-98.25,2020,8,25,12.31,2.62,6.74,0
33.75,-97.75,2020,8,25,12.21,2.78,6.56,0.01
33.75,-97.25,2020,8,25,12.2,2.92,6.56,0.11
33.75,-96.75,2020,8,25,12.65,2.99,6.51,0.43
34.25,-101.25,2020,8,25,9.64,4.08,7.12,0
34.25,-100.75,2020,8,25,10.35,3.85,7.11,0
34.25,-100.25,2020,8,25,10.78,3.6,7.11,0
34.25,-99.75,2020,8,25,11.09,3.35,7.05,0
34.25,-99.25,2020,8,25,11.39,3.11,7.05,0
34.25,-98.75,2020,8,25,11.7,2.86,6.82,0
34.25,-98.25,2020,8,25,11.8,2.75,6.82,0
34.25,-97.75,2020,8,25,11.66,2.77,6.85,0
34.25,-97.25,2020,8,25,11.64,2.77,6.85,0.03
34.25,-96.75,2020,8,25,12.07,2.67,6.81,0.15
34.75,-101.25,2020,8,25,9.7,4.6,7.12,0
34.75,-100.75,2020,8,25,10.31,4.28,7.11,0
34.75,-100.25,2020,8,25,10.62,3.95,7.11,0
34.75,-99.75,2020,8,25,10.8,3.64,7.05,0
34.75,-99.25,2020,8,25,10.96,3.38,7.05,0
34.75,-98.75,2020,8,25,11.1,3.17,6.82,0
34.75,-98.25,2020,8,25,11.15,3.03,6.82,0
34.75,-97.75,2020,8,25,11.1,2.97,6.85,0
34.75,-97.25,2020,8,25,11.27,2.88,6.85,0
34.75,-96.75,2020,8,25,11.8,2.69,6.81,0.02
35.25,-101.25,2020,8,25,9.63,5.17,7.23,0
35.25,-100.75,2020,8,25,10.06,4.86,7.12,0
35.25,-100.25,2020,8,25,10.29,4.49,7.12,0
35.25,-99.75,2020,8,25,10.45,4.11,7.1,0
35.25,-99.25,2020,8,25,10.59,3.77,7.1,0
35.25,-98.75,2020,8,25,10.67,3.52,7.04,0
35.25,-98.25,2020,8,25,10.8,3.37,7.04,0
35.25,-97.75,2020,8,25,11.01,3.26,6.91,0
35.25,-97.25,2020,8,25,11.45,3.11,6.91,0
35.25,-96.75,2020,8,25,12.1,2.88,6.86,0
35.75,-101.25,2020,8,25,9.43,5.57,7.23,0
35.75,-100.75,2020,8,25,9.73,5.39,7.12,0
35.75,-100.25,2020,8,25,9.97,5.1,7.12,0
35.75,-99.75,2020,8,25,10.17,4.72,7.1,0
35.75,-99.25,2020,8,25,10.35,4.32,7.1,0
35.75,-98.75,2020,8,25,10.51,4,7.04,0
35.75,-98.25,2020,8,25,10.93,3.69,7.04,0
35.75,-97.75,2020,8,25,11.32,3.4,6.91,0
35.75,-97.25,2020,8,25,11.76,3.14,6.91,0
35.75,-96.75,2020,8,25,12.33,2.84,6.86,0
36.25,-101.25,2020,8,25,9.24,5.85,7.14,0
36.25,-100.75,2020,8,25,9.5,5.78,7.07,0
36.25,-100.25,2020,8,25,9.76,5.61,7.07,0
36.25,-99.75,2020,8,25,9.99,5.32,7.09,0
36.25,-99.25,2020,8,25,10.24,4.93,7.09,0
36.25,-98.75,2020,8,25,10.67,4.5,6.98,0
36.25,-98.25,2020,8,25,11.31,4.02,6.98,0
36.25,-97.75,2020,8,25,11.76,3.53,6.92,0
36.25,-97.25,2020,8,25,12.05,3.15,6.92,0
36.25,-96.75,2020,8,25,12.4,2.79,6.8,0
36.75,-101.25,2020,8,25,9.08,6.25,7.14,0
36.75,-100.75,2020,8,25,9.32,6.11,7.07,0
36.75,-100.25,2020,8,25,9.61,5.91,7.07,0
36.75,-99.75,2020,8,25,9.91,5.62,7.09,0
36.75,-99.25,2020,8,25,10.28,5.24,7.09,0
36.75,-98.75,2020,8,25,10.86,4.79,6.98,0
36.75,-98.25,2020,8,25,11.49,4.37,6.98,0
36.75,-97.75,2020,8,25,11.95,3.84,6.92,0
36.75,-97.25,2020,8,25,12.19,3.37,6.92,0
36.75,-96.75,2020,8,25,12.4,2.9,6.8,0
37.25,-101.25,2020,8,25,8.88,6.73,6.85,0
37.25,-100.75,2020,8,25,9.13,6.45,6.85,0
37.25,-100.25,2020,8,25,9.47,6.19,6.85,0
37.25,-99.75,2020,8,25,9.85,5.89,7.04,0
37.25,-99.25,2020,8,25,10.27,5.53,7.04,0
37.25,-98.75,2020,8,25,10.81,5.15,6.95,0
37.25,-98.25,2020,8,25,11.28,4.82,6.95,0
37.25,-97.75,2020,8,25,11.75,4.33,6.93,0
37.25,-97.25,2020,8,25,12.03,3.81,6.93,0
37.25,-96.75,2020,8,25,12.2,3.26,6.77,0
32.75,-101.25,2020,8,26,9.74,3.71,6.82,0
32.75,-100.75,2020,8,26,10.74,3.57,6.58,0
32.75,-100.25,2020,8,26,11.73,3.44,6.58,0
32.75,-99.75,2020,8,26,12.66,3.38,6.03,0
32.75,-99.25,2020,8,26,13.51,3.4,6.03,0.02
32.75,-98.75,2020,8,26,14.27,3.48,5.89,0.11
32.75,-98.25,2020,8,26,14.98,3.37,5.89,0.76
32.75,-97.75,2020,8,26,15.66,3.34,5.36,0.73
32.75,-97.25,2020,8,26,16.09,3.51,5.36,1.49
32.75,-96.75,2020,8,26,16.81,3.74,3.96,4.41
33.25,-101.25,2020,8,26,9.84,3.83,7.13,0
33.25,-100.75,2020,8,26,10.86,3.61,7.02,0
33.25,-100.25,2020,8,26,11.88,3.46,7.02,0
33.25,-99.75,2020,8,26,12.88,3.38,6.31,0
33.25,-99.25,2020,8,26,13.83,3.35,6.31,0.02
33.25,-98.75,2020,8,26,14.66,3.34,6.14,0.09
33.25,-98.25,2020,8,26,15.41,3.22,6.14,0.8
33.25,-97.75,2020,8,26,16.06,3.25,5.74,1.1
33.25,-97.25,2020,8,26,16.5,3.49,5.74,2.46
33.25,-96.75,2020,8,26,17.19,3.73,4.3,6.29
33.75,-101.25,2020,8,26,9.9,4.13,7.13,0
33.75,-100.75,2020,8,26,10.89,3.76,7.02,0
33.75,-100.25,2020,8,26,11.87,3.54,7.02,0
33.75,-99.75,2020,8,26,12.88,3.42,6.31,0
33.75,-99.25,2020,8,26,13.89,3.3,6.31,0.01
33.75,-98.75,2020,8,26,14.77,3.17,6.14,0.03
33.75,-98.25,2020,8,26,15.61,3.11,6.14,0.35
33.75,-97.75,2020,8,26,16.24,3.25,5.74,0.81
33.75,-97.25,2020,8,26,16.67,3.49,5.74,2.68
33.75,-96.75,2020,8,26,17.33,3.65,4.3,6.97
34.25,-101.25,2020,8,26,9.93,4.57,7.09,0
34.25,-100.75,2020,8,26,10.84,4.04,7.07,0
34.25,-100.25,2020,8,26,11.71,3.72,7.07,0
34.25,-99.75,2020,8,26,12.63,3.53,6.67,0
34.25,-99.25,2020,8,26,13.57,3.38,6.67,0
34.25,-98.75,2020,8,26,14.41,3.21,6.27,0.01
34.25,-98.25,2020,8,26,15.28,3.17,6.27,0.08
34.25,-97.75,2020,8,26,15.88,3.3,5.74,0.27
34.25,-97.25,2020,8,26,16.26,3.45,5.74,1.58
34.25,-96.75,2020,8,26,16.92,3.5,4.46,4.69
34.75,-101.25,2020,8,26,9.97,5.06,7.09,0
34.75,-100.75,2020,8,26,10.74,4.48,7.07,0
34.75,-100.25,2020,8,26,11.42,4.06,7.07,0
34.75,-99.75,2020,8,26,12.14,3.79,6.67,0
34.75,-99.25,2020,8,26,12.93,3.63,6.67,0
34.75,-98.75,2020,8,26,13.67,3.47,6.27,0
34.75,-98.25,2020,8,26,14.56,3.38,6.27,0.05
34.75,-97.75,2020,8,26,15.19,3.41,5.74,0.1
34.75,-97.25,2020,8,26,15.57,3.48,5.74,0.49
34.75,-96.75,2020,8,26,16.25,3.53,4.46,1.61
35.25,-101.25,2020,8,26,9.99,5.74,7.12,0
35.25,-100.75,2020,8,26,10.58,5.16,7.06,0
35.25,-100.25,2020,8,26,11.03,4.64,7.06,0
35.25,-99.75,2020,8,26,11.56,4.27,6.8,0
35.25,-99.25,2020,8,26,12.2,4.02,6.8,0
35.25,-98.75,2020,8,26,12.89,3.78,6.2,0
35.25,-98.25,2020,8,26,13.83,3.6,6.2,0.05
35.25,-97.75,2020,8,26,14.59,3.53,6.1,0.14
35.25,-97.25,2020,8,26,15.01,3.54,6.1,0.21
35.25,-96.75,2020,8,26,15.68,3.66,5.44,0.37
35.75,-101.25,2020,8,26,9.93,6.19,7.12,0
35.75,-100.75,2020,8,26,10.39,5.71,7.06,0
35.75,-100.25,2020,8,26,10.7,5.23,7.06,0
35.75,-99.75,2020,8,26,11.07,4.84,6.8,0
35.75,-99.25,2020,8,26,11.61,4.52,6.8,0
35.75,-98.75,2020,8,26,12.3,4.22,6.2,0
35.75,-98.25,2020,8,26,13.38,3.87,6.2,0.04
35.75,-97.75,2020,8,26,14.19,3.67,6.1,0.13
35.75,-97.25,2020,8,26,14.59,3.64,6.1,0.31
35.75,-96.75,2020,8,26,15.23,3.86,5.44,0.53
36.25,-101.25,2020,8,26,9.82,6.31,7.06,0
36.25,-100.75,2020,8,26,10.25,6.05,7.02,0
36.25,-100.25,2020,8,26,10.5,5.74,7.02,0
36.25,-99.75,2020,8,26,10.76,5.43,6.94,0
36.25,-99.25,2020,8,26,11.21,5.11,6.94,0
36.25,-98.75,2020,8,26,12.04,4.77,6.68,0
36.25,-98.25,2020,8,26,13.22,4.26,6.68,0.04
36.25,-97.75,2020,8,26,14.01,3.87,6.52,0.07
36.25,-97.25,2020,8,26,14.34,3.75,6.52,0.28
36.25,-96.75,2020,8,26,14.92,4.01,5.92,0.63
36.75,-101.25,2020,8,26,9.72,6.48,7.06,0
36.75,-100.75,2020,8,26,10.16,6.33,7.02,0
36.75,-100.25,2020,8,26,10.42,6.09,7.02,0
36.75,-99.75,2020,8,26,10.65,5.79,6.94,0
36.75,-99.25,2020,8,26,11.07,5.47,6.94,0
36.75,-98.75,2020,8,26,11.96,5.19,6.68,0
36.75,-98.25,2020,8,26,13.1,4.68,6.68,0.03
36.75,-97.75,2020,8,26,13.86,4.2,6.52,0.02
36.75,-97.25,2020,8,26,14.21,3.96,6.52,0.1
36.75,-96.75,2020,8,26,14.72,4.08,5.92,0.27
37.25,-101.25,2020,8,26,9.59,6.7,6.96,0
37.25,-100.75,2020,8,26,10.09,6.49,6.97,0
37.25,-100.25,2020,8,26,10.39,6.25,6.97,0
37.25,-99.75,2020,8,26,10.63,6.01,6.98,0
37.25,-99.25,2020,8,26,11,5.79,6.98,0
37.25,-98.75,2020,8,26,11.76,5.58,6.86,0
37.25,-98.25,2020,8,26,12.73,5.13,6.86,0
37.25,-97.75,2020,8,26,13.49,4.66,6.56,0.01
37.25,-97.25,2020,8,26,13.88,4.31,6.56,0.03
37.25,-96.75,2020,8,26,14.34,4.23,6.34,0.07
32.75,-101.25,2020,8,27,11.74,2.91,6.97,0
32.75,-100.75,2020,8,27,12.35,2.72,6.53,0
32.75,-100.25,2020,8,27,12.74,2.52,6.53,0
32.75,-99.75,2020,8,27,13.25,2.2,6.31,0
32.75,-99.25,2020,8,27,14.02,1.88,6.31,0.05
32.75,-98.75,2020,8,27,15.01,1.88,6.05,0.26
32.75,-98.25,2020,8,27,15.73,1.7,6.05,1.21
32.75,-97.75,2020,8,27,16.02,1.81,6.4,1.14
32.75,-97.25,2020,8,27,16.36,2.22,6.4,1.37
32.75,-96.75,2020,8,27,16.53,2.88,6.38,2.15
33.25,-101.25,2020,8,27,11.82,3.08,7,0
33.25,-100.75,2020,8,27,12.61,2.84,6.74,0
33.25,-100.25,2020,8,27,13.07,2.7,6.74,0
33.25,-99.75,2020,8,27,13.64,2.46,6.57,0
33.25,-99.25,2020,8,27,14.52,2.19,6.57,0.12
33.25,-98.75,2020,8,27,15.67,2.14,6.3,0.56
33.25,-98.25,2020,8,27,16.31,1.66,6.3,2.56
33.25,-97.75,2020,8,27,16.37,1.61,6.25,2.75
33.25,-97.25,2020,8,27,16.65,2.07,6.25,3.17
33.25,-96.75,2020,8,27,16.86,2.73,4.81,3.72
33.75,-101.25,2020,8,27,11.74,3.49,7,0
33.75,-100.75,2020,8,27,12.78,3.16,6.74,0
33.75,-100.25,2020,8,27,13.4,3,6.74,0
33.75,-99.75,2020,8,27,14.05,2.84,6.57,0
33.75,-99.25,2020,8,27,14.97,2.67,6.57,0.18
33.75,-98.75,2020,8,27,16.17,2.54,6.3,0.87
33.75,-98.25,2020,8,27,16.74,1.78,6.3,4.21
33.75,-97.75,2020,8,27,16.68,1.51,6.25,5.21
33.75,-97.25,2020,8,27,16.82,1.85,6.25,5.87
33.75,-96.75,2020,8,27,16.97,2.47,4.81,5.95
34.25,-101.25,2020,8,27,11.48,3.98,7.03,0
34.25,-100.75,2020,8,27,12.74,3.61,6.88,0
34.25,-100.25,2020,8,27,13.54,3.35,6.88,0
34.25,-99.75,2020,8,27,14.24,3.18,6.7,0
34.25,-99.25,2020,8,27,15.1,3.05,6.7,0.18
34.25,-98.75,2020,8,27,16.25,2.92,6.19,0.9
34.25,-98.25,2020,8,27,16.84,2.12,6.19,4.75
34.25,-97.75,2020,8,27,16.85,1.63,6,7.51
34.25,-97.25,2020,8,27,16.84,1.7,6,8.18
34.25,-96.75,2020,8,27,16.76,2.1,4.59,6.55
34.75,-101.25,2020,8,27,11.03,4.41,7.03,0
34.75,-100.75,2020,8,27,12.41,4.02,6.88,0
34.75,-100.25,2020,8,27,13.3,3.61,6.88,0
34.75,-99.75,2020,8,27,13.98,3.38,6.7,0
34.75,-99.25,2020,8,27,14.72,3.3,6.7,0.12
34.75,-98.75,2020,8,27,15.78,3.26,6.19,0.6
34.75,-98.25,2020,8,27,16.51,2.55,6.19,3.34
34.75,-97.75,2020,8,27,16.69,1.9,6,6.83
34.75,-97.25,2020,8,27,16.66,1.63,6,7.36
34.75,-96.75,2020,8,27,16.48,1.65,4.59,4.72
35.25,-101.25,2020,8,27,10.49,4.88,7.06,0
35.25,-100.75,2020,8,27,11.83,4.52,6.97,0
35.25,-100.25,2020,8,27,12.75,3.98,6.97,0
35.25,-99.75,2020,8,27,13.44,3.62,6.81,0
35.25,-99.25,2020,8,27,14.11,3.46,6.81,0.05
